epoch,step,testMulticlassAccuracy_epoch,testMulticlassAccuracy_step,test_loss_epoch,test_loss_step,trainMulticlassAccuracy_epoch,trainMulticlassAccuracy_step,train_loss_epoch,train_loss_step
0,49,,,,,,0.0,,0.14693176746368408
0,99,,,,,,0.0,,0.11692329496145248
0,149,,,,,,0.0,,0.09790743142366409
0,199,,,,,,0.0,,0.09455309808254242
0,249,,,,,,0.0,,0.09676355123519897
0,299,,,,,,0.0,,0.09037505090236664
0,349,,,,,,0.0,,0.0915772020816803
0,399,,,,,,0.0,,0.09130151569843292
0,449,,,,,,0.0,,0.0915721133351326
0,499,,,,,,0.0,,0.08977232128381729
0,549,,,,,,0.0,,0.08996337652206421
0,599,,,,,,0.0,,0.09144920855760574
0,649,,,,,,0.0,,0.09110374003648758
0,699,,,,,,0.0,,0.0912824422121048
0,749,,,,,,0.0,,0.09080839902162552
0,799,,,,,,0.0,,0.08975396305322647
0,849,,,,,,0.0,,0.09015168249607086
0,899,,,,,,0.0,,0.0895569771528244
0,949,,,,,,1.0,,0.084282785654068
0,999,,,,,,0.0,,0.09147786349058151
0,1049,,,,,,1.0,,0.08344714343547821
0,1099,,,,,,0.0,,0.09316559135913849
0,1149,,,,,,1.0,,0.08581246435642242
0,1199,,,,,,1.0,,0.08634106069803238
0,1249,,,,,,0.0,,0.08948589861392975
0,1299,,,,,,0.0,,0.08985728025436401
0,1349,,,,,,0.0,,0.08971433341503143
0,1399,,,,,,0.0,,0.09006267040967941
0,1449,,,,,,0.0,,0.09025071561336517
0,1499,,,,,,0.0,,0.09106911718845367
0,1549,,,,,,0.0,,0.09101781249046326
0,1599,,,,,,0.0,,0.09321966767311096
0,1649,,,,,,0.0,,0.09222544729709625
0,1699,,,,,,0.0,,0.09309153258800507
0,1749,,,,,,0.0,,0.09190795570611954
0,1799,,,,,,0.0,,0.09201797842979431
0,1849,,,,,,0.0,,0.09141912311315536
0,1899,,,,,,0.0,,0.09198571741580963
0,1949,,,,,,0.0,,0.09207665175199509
0,1999,,,,,,0.0,,0.09194539487361908
0,2049,,,,,,0.0,,0.09140558540821075
0,2099,,,,,,0.0,,0.09172005206346512
0,2149,,,,,,0.0,,0.09113776683807373
0,2199,,,,,,0.0,,0.09048287570476532
0,2249,,,,,,0.0,,0.0919545516371727
0,2299,,,,,,0.0,,0.09159659594297409
0,2349,,,,,,0.0,,0.09071982651948929
0,2399,,,,,,0.0,,0.09268151968717575
0,2449,,,,,,0.0,,0.09096093475818634
0,2499,,,,,,0.0,,0.09073144942522049
0,2549,,,,,,0.0,,0.08947239071130753
0,2599,,,,,,0.0,,0.08925321698188782
0,2649,,,,,,0.0,,0.086962029337883
0,2699,,,,,,0.0,,0.08858644217252731
0,2749,,,,,,0.0,,0.08914981037378311
0,2799,,,,,,0.0,,0.08863562345504761
0,2849,,,,,,0.0,,0.09026607125997543
0,2899,,,,,,0.0,,0.08750297129154205
0,2949,,,,,,0.0,,0.09161688387393951
0,2999,,,,,,0.0,,0.09030147641897202
0,3049,,,,,,0.0,,0.09080053120851517
0,3099,,,,,,0.0,,0.09066962450742722
0,3149,,,,,,0.0,,0.08894380927085876
0,3199,,,,,,1.0,,0.08537781983613968
0,3249,,,,,,0.0,,0.08968903124332428
0,3299,,,,,,0.0,,0.09028197079896927
0,3349,,,,,,1.0,,0.08659915626049042
0,3399,,,,,,0.0,,0.09010496735572815
0,3449,,,,,,0.0,,0.0888865515589714
0,3499,,,,,,0.0,,0.09089039266109467
0,3549,,,,,,0.0,,0.09017141163349152
0,3599,,,,,,0.0,,0.08873803168535233
0,3649,,,,,,0.0,,0.08883785456418991
0,3699,,,,,,0.0,,0.0902392789721489
0,3749,,,,,,0.0,,0.09300961345434189
0,3799,,,,,,0.0,,0.08902837336063385
0,3849,,,,,,1.0,,0.08481742441654205
0,3899,,,,,,0.0,,0.09102706611156464
0,3949,,,,,,0.0,,0.09189290553331375
0,3999,,,,,,0.0,,0.0916350781917572
0,4049,,,,,,0.0,,0.09064841270446777
0,4099,,,,,,1.0,,0.08670048415660858
0,4149,,,,,,0.0,,0.08949296176433563
0,4199,,,,,,0.0,,0.0906490907073021
0,4249,,,,,,0.0,,0.08801594376564026
0,4299,,,,,,0.0,,0.08928586542606354
0,4349,,,,,,0.0,,0.09296030551195145
0,4399,,,,,,1.0,,0.08716464787721634
0,4449,,,,,,0.0,,0.09384727478027344
0,4499,,,,,,0.0,,0.09117572009563446
0,4549,,,,,,0.0,,0.08861576020717621
0,4599,,,,,,0.0,,0.09037001430988312
0,4649,,,,,,0.0,,0.08995610475540161
0,4699,,,,,,0.0,,0.09285999089479446
0,4749,,,,,,1.0,,0.08666472136974335
0,4799,,,,,,0.0,,0.08815252780914307
0,4849,,,,,,0.0,,0.0908813625574112
0,4899,,,,,,1.0,,0.08657070994377136
0,4949,,,,,,1.0,,0.0877198874950409
0,4999,,,,,,1.0,,0.08666010946035385
0,5049,,,,,,1.0,,0.08587433397769928
0,5099,,,,,,0.0,,0.0910952240228653
0,5149,,,,,,0.0,,0.09014669060707092
0,5199,,,,,,0.0,,0.09043927490711212
0,5249,,,,,,0.0,,0.09001357853412628
0,5299,,,,,,0.0,,0.09260345995426178
0,5349,,,,,,0.0,,0.08934435993432999
0,5399,,,,,,1.0,,0.08675025403499603
0,5449,,,,,,0.0,,0.08994705975055695
0,5499,,,,,,0.0,,0.09148801118135452
0,5549,,,,,,0.0,,0.09121347218751907
0,5599,,,,,,0.0,,0.09197571873664856
0,5649,,,,,,0.0,,0.09158296883106232
0,5699,,,,,,0.0,,0.09078489989042282
0,5749,,,,,,0.0,,0.09171240776777267
0,5799,,,,,,0.0,,0.09224367141723633
0,5849,,,,,,0.0,,0.08995460718870163
0,5899,,,,,,0.0,,0.08915884792804718
0,5949,,,,,,0.0,,0.09108360856771469
0,5999,,,,,,1.0,,0.08728235960006714
0,6049,,,,,,0.0,,0.08859586715698242
0,6099,,,,,,0.0,,0.08945713937282562
0,6149,,,,,,0.0,,0.09118611365556717
0,6199,,,,,,0.0,,0.09033054113388062
0,6249,,,,,,0.0,,0.0907730907201767
0,6299,,,,,,0.0,,0.08967237174510956
0,6349,,,,,,0.0,,0.09052948653697968
0,6399,,,,,,0.0,,0.09117378294467926
0,6449,,,,,,1.0,,0.08534674346446991
0,6499,,,,,,0.0,,0.09153424948453903
0,6549,,,,,,0.0,,0.09033817052841187
0,6599,,,,,,0.0,,0.09141711890697479
0,6649,,,,,,0.0,,0.09185488522052765
0,6699,,,,,,0.0,,0.09067444503307343
0,6749,,,,,,0.0,,0.09175028651952744
0,6799,,,,,,0.0,,0.09091104567050934
0,6849,,,,,,0.0,,0.0908614844083786
0,6899,,,,,,0.0,,0.08965765684843063
0,6949,,,,,,0.0,,0.08928335458040237
0,6999,,,,,,1.0,,0.08541887998580933
0,7049,,,,,,0.0,,0.09043161571025848
0,7099,,,,,,0.0,,0.08974090963602066
0,7149,,,,,,0.0,,0.08829580247402191
0,7199,,,,,,0.0,,0.08798737823963165
0,7249,,,,,,0.0,,0.08805214613676071
0,7299,,,,,,0.0,,0.09255543351173401
0,7349,,,,,,0.0,,0.09120852500200272
0,7399,,,,,,1.0,,0.08611045777797699
0,7449,,,,,,0.0,,0.08913184702396393
0,7499,,,,,,0.0,,0.08776889741420746
0,7549,,,,,,1.0,,0.08609873801469803
