epoch,step,trainMulticlassAccuracy_epoch,trainMulticlassAccuracy_step,train_loss_epoch,train_loss_step
0,2899,,0.0,,0.06659747660160065
0,2949,,0.0,,0.10535198450088501
0,2999,,1.0,,0.002458545146510005
0,3049,,1.0,,0.00179264135658741
0,3099,,0.0,,0.0977875292301178
0,3149,,0.0,,0.10149337351322174
0,3199,,1.0,,0.002909737406298518
0,3249,,0.0,,0.09050581604242325
0,3299,,1.0,,0.001402285066433251
0,3349,,0.0,,0.12731553614139557
0,3399,,1.0,,0.01284036971628666
0,3449,,1.0,,3.177148073518765e-06
0,3499,,1.0,,0.0314175970852375
0,3549,,0.0,,0.11160553991794586
0,3599,,1.0,,0.04206729680299759
0,3649,,1.0,,2.3205977413454093e-05
0,3699,,1.0,,0.00011326222738716751
0,3749,,1.0,,0.0030578954610973597
0,3799,,1.0,,0.011476551182568073
0,3849,,1.0,,0.017227938398718834
0,3899,,1.0,,0.05874112248420715
0,3949,,1.0,,0.0010462021455168724
0,3999,,1.0,,0.002812948077917099
0,4049,,1.0,,0.0007788542425259948
0,4099,,1.0,,0.0018639389891177416
0,4149,,1.0,,0.006111365742981434
0,4199,,1.0,,0.00044472384615801275
0,4249,,0.0,,0.12538450956344604
0,4299,,1.0,,7.229115794871177e-07
0,4349,,1.0,,5.2191368013154715e-05
0,4399,,1.0,,0.00029467223794199526
0,4449,,1.0,,0.0001512926974100992
0,4499,,1.0,,0.008485921658575535
0,4549,,1.0,,0.0025912972632795572
0,4599,,1.0,,8.433562470600009e-05
0,4649,,1.0,,0.0005374413449317217
0,4699,,1.0,,0.050336532294750214
0,4749,,1.0,,0.0028088344261050224
0,4799,,1.0,,0.006350700743496418
0,4849,,1.0,,7.2092989285010844e-06
0,4899,,1.0,,9.123864401772153e-06
0,4949,,1.0,,0.0008746191160753369
0,4999,,1.0,,0.007682970259338617
0,5049,,1.0,,0.0024766724091023207
0,5099,,1.0,,0.0037009273655712605
0,5149,,1.0,,0.006064226385205984
0,5199,,1.0,,2.2578900825465098e-05
0,5249,,1.0,,8.688391244504601e-05
0,5299,,1.0,,1.4845822988718282e-05
0,5349,,1.0,,0.00273473234847188
0,5399,,0.0,,0.17368417978286743
0,5449,,1.0,,0.00014894493506290019
0,5499,,1.0,,4.7131908331721206e-07
0,5549,,1.0,,4.0509406971978024e-05
0,5599,,1.0,,2.2436595372710144e-06
0,5649,,1.0,,0.05451986938714981
0,5699,,1.0,,5.992091610096395e-05
0,5749,,1.0,,0.009949114173650742
0,5799,,0.0,,0.072769396007061
0,5849,,1.0,,0.07919368892908096
0,5899,,1.0,,0.00014363045920617878
0,5949,,1.0,,0.026866182684898376
0,5999,,1.0,,0.008097841404378414
0,6049,,1.0,,0.00010194587230216712
0,6099,,1.0,,0.0018755405908450484
0,6149,,1.0,,0.0008434994961135089
0,6199,,0.0,,0.13474354147911072
0,6249,,1.0,,0.0005311703425832093
0,6299,,1.0,,0.060408998280763626
0,6349,,1.0,,0.01633153110742569
0,6399,,1.0,,0.01626470312476158
0,6449,,1.0,,0.0009571778355166316
0,6499,,1.0,,0.0008594475802965462
0,6549,,1.0,,0.018092263489961624
0,6599,,1.0,,0.022009460255503654
0,6649,,1.0,,1.183392100756464e-06
0,6699,,0.0,,0.06456178426742554
0,6749,,1.0,,0.00037306867307052016
0,6799,,1.0,,0.0030259096529334784
0,6849,,1.0,,0.0009638949995860457
0,6899,,1.0,,0.0002883464621845633
0,6949,,1.0,,0.0031561509240418673
0,6999,,1.0,,4.0864399863949075e-08
0,7049,,1.0,,0.000597379810642451
0,7099,,1.0,,0.0004486657271627337
0,7149,,1.0,,4.072821297995688e-07
0,7199,,1.0,,2.011172182392329e-05
0,7249,,1.0,,0.015384890139102936
0,7299,,1.0,,0.019112762063741684
0,7349,,1.0,,7.923700650280807e-06
0,7399,,1.0,,0.00012270109436940402
0,7449,,1.0,,0.0003708391450345516
0,7499,,1.0,,0.017868345603346825
0,7549,,1.0,,5.173695853954996e-07
0,7599,,1.0,,0.013363346457481384
0,7649,,1.0,,0.0004399710742291063
0,7699,,1.0,,2.247964766866062e-05
0,7749,,1.0,,0.00010141129314433783
0,7799,,1.0,,0.01071406714618206
0,7849,,1.0,,0.00386579567566514
0,7899,,1.0,,0.009331012144684792
0,7949,,1.0,,0.0006236854824237525
0,7999,,1.0,,0.00042726611718535423
0,8049,,1.0,,2.1116538846399635e-06
0,8099,,0.0,,0.07202129065990448
0,8149,,1.0,,0.00590110756456852
0,8199,,1.0,,1.8843198290596774e-07
0,8249,,1.0,,0.0024882867000997066
0,8299,,1.0,,6.563203351106495e-05
0,8349,,1.0,,0.0007852764683775604
0,8399,,1.0,,0.0029444179963320494
0,8449,,1.0,,0.00032191601349040866
0,8499,,1.0,,0.0019501826027408242
0,8549,,1.0,,0.0010061031207442284
0,8599,,1.0,,4.055695535498671e-05
0,8649,,1.0,,0.00017531716730445623
0,8699,,1.0,,0.0002058529353234917
0,8749,,1.0,,7.223949796753004e-05
0,8799,,1.0,,0.058750219643116
0,8849,,1.0,,0.001239600358530879
0,8899,,1.0,,0.00013460774789564312
0,8949,,1.0,,0.0003780229017138481
0,8999,,1.0,,0.0007011814741417766
0,9049,,1.0,,0.0023890272714197636
0,9099,,1.0,,0.00230338959954679
0,9149,,1.0,,6.2325334511115216e-06
0,9199,,1.0,,0.019222630187869072
0,9249,,1.0,,0.0034875976853072643
0,9299,,1.0,,2.0144942027400248e-05
0,9349,,1.0,,3.318850576761179e-05
0,9399,,1.0,,0.0004545519477687776
0,9449,,1.0,,4.2495572415646166e-05
0,9499,,1.0,,0.0018788514425978065
0,9549,,0.0,,0.12851807475090027
0,9599,,1.0,,0.00011049868771806359
0,9649,,1.0,,0.00013881191262044013
0,9699,,1.0,,4.409420216688886e-05
0,9749,,1.0,,0.001705588074401021
0,9799,,0.0,,0.08378789573907852
0,9849,,1.0,,0.00031622222741134465
0,9899,,1.0,,0.004905307199805975
0,9949,,1.0,,0.029901614412665367
0,9999,,1.0,,7.344284735921747e-09
0,10049,,1.0,,4.115747651667334e-05
0,10099,,1.0,,6.720970122842118e-05
0,10149,,1.0,,0.000991474254988134
0,10199,,1.0,,3.212312367395498e-05
0,10249,,1.0,,0.00017244744230993092
0,10299,,1.0,,7.668069201827166e-08
0,10349,,1.0,,0.0005347226979210973
0,10399,,1.0,,0.0005099034169688821
0,10449,,1.0,,0.007802559994161129
0,10499,,1.0,,0.00017133619985543191
0,10549,,1.0,,1.0552525964158121e-06
0,10599,,1.0,,3.7993099795130547e-06
0,10649,,1.0,,0.0007065495010465384
0,10699,,1.0,,1.0131070666830055e-05
0,10749,,1.0,,0.0069283535704016685
0,10799,,1.0,,6.303244845184963e-06
0,10849,,1.0,,0.00010128845315193757
0,10899,,1.0,,0.00042034342186525464
0,10949,,1.0,,2.924996442743577e-05
0,10999,,1.0,,0.010407100431621075
0,11049,,1.0,,0.00015669342246837914
0,11099,,1.0,,2.9295606509549543e-05
0,11149,,1.0,,0.0006103434134274721
0,11199,,1.0,,4.6110777475405484e-05
0,11249,,1.0,,2.3585356757394038e-05
0,11299,,1.0,,2.503398491171538e-06
0,11349,,1.0,,0.021439652889966965
0,11399,,1.0,,0.0004485581594053656
0,11449,,1.0,,4.004664901913202e-07
0,11499,,1.0,,2.9582986371679e-07
0,11549,,1.0,,1.1644174264802132e-05
0,11599,,1.0,,0.002176954410970211
0,11649,,1.0,,0.00010365470370743424
0,11699,,1.0,,3.114379865110095e-07
0,11749,,1.0,,0.000599309045355767
0,11799,,1.0,,6.937331420431292e-08
0,11849,,1.0,,0.0074838073924183846
0,11899,,1.0,,0.0024937428534030914
0,11949,,1.0,,1.2633548067242373e-05
0,11999,,1.0,,0.0001572063920320943
0,12049,,1.0,,6.581264460692182e-05
0,12099,,1.0,,0.0015621175989508629
0,12149,,1.0,,2.5455423383391462e-05
0,12199,,1.0,,2.0081128241145052e-05
0,12249,,1.0,,0.046669360250234604
0,12299,,1.0,,3.527955414028838e-05
0,12349,,1.0,,0.030485782772302628
0,12399,,1.0,,8.096505439425528e-07
0,12449,,1.0,,3.3555174923094455e-06
0,12499,,1.0,,1.973287362488918e-05
0,12549,,1.0,,0.0001885679375845939
0,12599,,1.0,,0.00011204062320757657
0,12649,,0.0,,0.16042429208755493
0,12699,,1.0,,0.0005970953498035669
0,12749,,1.0,,1.430508382327389e-05
0,12799,,1.0,,2.771916115307249e-05
0,12849,,1.0,,0.00016894438886083663
0,12899,,1.0,,6.04917431701324e-08
0,12949,,1.0,,0.0007628613384440541
0,12999,,1.0,,7.364323550973495e-07
0,13049,,1.0,,9.642639270168729e-06
0,13099,,1.0,,1.730365511320997e-06
0,13149,,1.0,,0.00012082185276085511
0,13199,,1.0,,1.0313539860362653e-05
0,13249,,1.0,,0.00014844823454041034
0,13299,,1.0,,0.0002707573876250535
0,13349,,1.0,,3.9051074054441415e-06
0,13399,,1.0,,1.6734860764699988e-05
0,13449,,1.0,,1.4933225145341567e-07
0,13499,,1.0,,0.049626000225543976
0,13549,,1.0,,8.397229862566746e-07
0,13599,,0.0,,0.16777224838733673
0,13649,,1.0,,1.8345683201914653e-05
0,13699,,1.0,,0.0033143397886306047
0,13749,,1.0,,0.014549845829606056
0,13799,,1.0,,0.001235640374943614
0,13849,,1.0,,0.021622110158205032
0,13899,,1.0,,7.528780315624317e-06
0,13949,,1.0,,6.509149443445494e-06
0,13999,,1.0,,0.0001479361526435241
0,14049,,1.0,,4.17581219380736e-07
0,14099,,1.0,,0.04314401000738144
0,14149,,1.0,,3.680637064462644e-06
0,14199,,1.0,,0.00012968106602784246
0,14249,,1.0,,2.9234806788736023e-05
0,14299,,1.0,,1.5034621583254193e-06
0,14349,,0.0,,0.10592357814311981
0,14399,,1.0,,2.6196116387211532e-09
0,14449,,1.0,,2.0409361241036095e-06
0,14499,,1.0,,0.0053129978477954865
0,14549,,1.0,,7.153760748224158e-07
0,14599,,1.0,,7.00892269378528e-06
0,14649,,1.0,,0.0004666797467507422
0,14699,,1.0,,4.9946501795572473e-11
0,14749,,1.0,,2.326172761968337e-05
0,14799,,1.0,,0.004816182889044285
0,14849,,1.0,,0.0006030198419466615
0,14899,,1.0,,0.00205064844340086
0,14949,,0.0,,0.10728555917739868
0,14999,,1.0,,4.1255598937084415e-10
0,15049,,1.0,,0.0032401960343122482
0,15099,,0.0,,0.10976091772317886
0,15149,,1.0,,0.00033060129499062896
0,15199,,1.0,,0.00019645030261017382
0,15249,,1.0,,0.05285850167274475
0,15299,,1.0,,0.0006297488580457866
0,15349,,1.0,,1.7345326341455802e-05
0,15399,,1.0,,8.071451702562626e-06
0,15449,,1.0,,4.679630001191981e-05
0,15499,,1.0,,0.006494677159935236
0,15549,,0.0,,0.11802516877651215
0,15599,,1.0,,0.0017917256336659193
0,15649,,1.0,,0.00026760558830574155
0,15699,,1.0,,2.974059862026479e-05
0,15749,,1.0,,0.0009058774448931217
0,15799,,1.0,,6.0311780543997884e-05
0,15849,,1.0,,0.020541634410619736
0,15899,,1.0,,1.8705566162680043e-06
0,15949,,1.0,,1.1683880529744783e-06
0,15999,,1.0,,3.8091116039140616e-07
0,16049,,0.0,,0.1847626119852066
0,16099,,1.0,,6.118286819400964e-07
0,16149,,1.0,,2.5309951524832286e-05
0,16199,,0.0,,0.0842759981751442
0,16249,,1.0,,2.0988279914035957e-07
0,16299,,1.0,,6.902431778144091e-06
0,16349,,1.0,,0.0007617274532094598
0,16399,,0.0,,0.07311613857746124
0,16449,,1.0,,7.15894129825756e-05
0,16499,,1.0,,0.0005203246255405247
0,16549,,1.0,,8.715827561900369e-07
0,16599,,1.0,,1.0117573765455745e-06
0,16649,,1.0,,2.955377794933156e-06
0,16699,,1.0,,1.8163303820983856e-06
0,16749,,1.0,,5.9274518626750705e-09
0,16799,,1.0,,0.005284454673528671
0,16849,,1.0,,1.364593202879405e-07
0,16899,,1.0,,8.782003533269744e-06
0,16949,,1.0,,4.43475892097922e-06
0,16999,,1.0,,6.888720349707e-08
0,17049,,1.0,,0.005179304629564285
0,17099,,1.0,,0.0007351620588451624
0,17149,,1.0,,0.0018551999237388372
0,17199,,0.0,,0.11726975440979004
0,17249,,1.0,,0.00020249004592187703
0,17299,,1.0,,5.152331183921888e-08
0,17349,,1.0,,1.0628156132952427e-08
0,17399,,1.0,,1.173261310327689e-08
0,17449,,1.0,,7.05921792132358e-08
0,17499,,1.0,,5.734244723498705e-07
0,17549,,1.0,,9.978993330150843e-05
0,17599,,1.0,,0.009514985606074333
0,17649,,1.0,,6.828636105637997e-05
0,17699,,1.0,,3.378217661520466e-05
0,17749,,1.0,,1.107783191400813e-05
0,17799,,1.0,,0.0028267973102629185
0,17849,,1.0,,3.54250478267204e-05
0,17899,,0.0,,0.19440336525440216
0,17949,,1.0,,1.5385796359623782e-05
0,17999,,1.0,,0.002909707371145487
0,18049,,1.0,,0.0011296591255813837
0,18099,,1.0,,5.965615628156229e-07
0,18149,,1.0,,1.607516120216701e-09
0,18199,,1.0,,0.027462398633360863
0,18249,,1.0,,7.249288955790689e-06
0,18299,,1.0,,9.773589049189013e-09
0,18349,,1.0,,0.0004945782711729407
0,18399,,0.0,,0.12864044308662415
0,18449,,1.0,,0.0008714362047612667
0,18499,,1.0,,5.226381290412974e-06
0,18549,,0.0,,0.11923879384994507
0,18599,,1.0,,8.754287409828976e-05
0,18649,,1.0,,0.0008392942836508155
0,18699,,1.0,,1.4617617125622928e-06
0,18749,,1.0,,0.0001397616433678195
0,18799,,1.0,,1.7539393548648974e-11
0,18849,,1.0,,0.012632444500923157
0,18899,,1.0,,0.012152550742030144
0,18949,,1.0,,0.005994465667754412
0,18999,,1.0,,5.565836431742355e-07
0,19049,,1.0,,1.736057131385138e-10
0,19099,,1.0,,0.00065853341948241
0,19149,,1.0,,0.004504228942096233
0,19199,,1.0,,0.019256968051195145
0,19249,,1.0,,0.00292294193059206
0,19299,,1.0,,2.530182996451913e-07
0,19349,,1.0,,1.8110765722667566e-06
0,19399,,1.0,,0.014109794981777668
0,19449,,1.0,,4.932469892082736e-06
0,19499,,1.0,,1.9650720787467435e-05
0,19549,,1.0,,0.04443376511335373
0,19599,,1.0,,2.4214501536334865e-05
0,19649,,1.0,,2.9309768478924525e-07
0,19699,,1.0,,0.000431068183388561
0,19749,,1.0,,3.639880014816299e-05
0,19799,,0.0,,0.14913110435009003
0,19849,,1.0,,2.0790316135332887e-09
0,19899,,1.0,,7.504566967853066e-10
0,19949,,1.0,,0.0005072723724879324
0,19999,,1.0,,0.0011633445974439383
0,20049,,1.0,,9.366480071548722e-07
0,20099,,0.0,,0.17873798310756683
0,20149,,1.0,,2.587654313046528e-09
0,20199,,1.0,,4.551345256231798e-08
0,20249,,1.0,,0.0005838116630911827
0,20299,,1.0,,1.7494017811259255e-05
0,20349,,1.0,,0.0004341768508311361
0,20399,,1.0,,3.4699585427233615e-08
0,20449,,1.0,,2.546610812714789e-05
0,20499,,1.0,,6.846741598565131e-05
0,20549,,1.0,,1.669030469386712e-09
0,20599,,1.0,,0.00016457357560284436
0,20649,,1.0,,0.003788907080888748
0,20699,,0.0,,0.06602753698825836
0,20749,,1.0,,8.084379260253627e-06
0,20799,,1.0,,2.2127238480607048e-05
0,20849,,1.0,,0.0005494232173077762
0,20899,,1.0,,0.0006410496425814927
0,20949,,1.0,,1.7299532828474184e-07
0,20999,,1.0,,1.1458159860922024e-05
0,21049,,1.0,,3.444216929437971e-07
0,21099,,1.0,,1.1737502347841655e-07
0,21149,,1.0,,3.53154209733475e-05
0,21199,,1.0,,7.763902431179304e-06
0,21249,,1.0,,0.0002916897356044501
0,21299,,1.0,,9.645891863030442e-10
0,21349,,1.0,,3.1844050681684166e-05
0,21399,,1.0,,0.002976221265271306
0,21449,,1.0,,7.407867087749764e-06
0,21499,,1.0,,0.001379996188916266
0,21549,,1.0,,0.00014952386845834553
0,21599,,1.0,,0.010868841782212257
0,21649,,1.0,,3.814014462477644e-06
0,21699,,1.0,,1.8914061001851223e-06
0,21749,,1.0,,7.437944441335276e-05
0,21799,,1.0,,6.675300937786233e-06
0,21849,,1.0,,7.852537964936346e-05
0,21899,,1.0,,5.274771683616564e-05
0,21949,,1.0,,0.016199052333831787
0,21999,,1.0,,0.005926457233726978
0,22049,,1.0,,0.00016316519759129733
0,22099,,1.0,,2.7867441531270742e-05
0,22149,,1.0,,2.512337914595264e-06
0,22199,,1.0,,0.03473027050495148
0,22249,,1.0,,9.931028762366623e-05
0,22299,,1.0,,9.516353202343453e-06
0,22349,,1.0,,0.024834727868437767
0,22399,,1.0,,1.769629562886621e-07
0,22449,,1.0,,0.0024798379745334387
0,22499,,1.0,,9.816006896201657e-10
0,22549,,1.0,,0.0007849883404560387
0,22599,,1.0,,4.637085112335626e-06
0,22649,,1.0,,6.780563808206352e-07
0,22699,,0.0,,0.1563439518213272
0,22749,,1.0,,0.00013408376253210008
0,22799,,1.0,,2.8386020858306438e-06
0,22849,,1.0,,1.148367937275907e-05
0,22899,,1.0,,2.0483758786382644e-11
0,22949,,1.0,,4.502164330233427e-08
0,22999,,1.0,,0.0002951454953290522
0,23049,,1.0,,0.000450329011073336
0,23099,,1.0,,0.00522588612511754
0,23149,,1.0,,0.00030857959063723683
0,23199,,1.0,,9.070075611816719e-05
0,23249,,1.0,,0.00015828688628971577
0,23299,,1.0,,0.0013739278074353933
0,23349,,1.0,,0.006667184643447399
0,23399,,1.0,,3.9512765397375915e-06
0,23449,,1.0,,5.192090507533109e-11
0,23499,,1.0,,4.121689562452957e-05
0,23549,,1.0,,0.0012690495932474732
0,23599,,1.0,,0.0006194106535986066
0,23649,,1.0,,8.004134315342526e-07
0,23699,,1.0,,7.230367859989428e-09
0,23749,,1.0,,0.0013958782656118274
0,23799,,1.0,,4.3503513325049425e-07
0,23849,,1.0,,2.596575541247148e-06
0,23899,,1.0,,5.093066283734515e-05
0,23949,,1.0,,1.4350802768348103e-09
0,23999,,1.0,,1.20272840575808e-08
0,24049,,1.0,,2.1954309897820323e-11
0,24099,,0.0,,0.1487526297569275
0,24149,,1.0,,4.014989229972343e-08
0,24199,,1.0,,9.022503218147904e-05
0,24249,,1.0,,3.773744771534693e-12
0,24299,,1.0,,0.007514209486544132
0,24349,,1.0,,2.299035983810427e-08
0,24399,,1.0,,8.407275345234666e-06
0,24449,,1.0,,8.449900690266077e-08
0,24499,,1.0,,0.007481274660676718
0,24549,,1.0,,9.683587904874003e-07
0,24599,,1.0,,4.157929197390331e-06
0,24649,,1.0,,6.437051780494585e-09
0,24699,,1.0,,5.982772499635303e-09
0,24749,,0.0,,0.08119866251945496
0,24799,,1.0,,2.572462335592718e-06
0,24849,,1.0,,8.905881259124726e-06
0,24899,,1.0,,0.0007013498689047992
0,24949,,1.0,,5.128812699695118e-05
0,24999,,1.0,,2.5030951746884966e-06
0,25049,,1.0,,0.0007645019795745611
0,25099,,1.0,,0.0008245065691880882
0,25149,,1.0,,8.248265430665924e-07
0,25199,,1.0,,0.00012553467240650207
0,25249,,1.0,,2.865548935915285e-07
0,25299,,1.0,,0.0010512315202504396
0,25349,,1.0,,1.1868463616337976e-06
0,25399,,1.0,,0.0001388156961183995
0,25449,,1.0,,1.4006162018631585e-05
0,25499,,1.0,,2.615188350318931e-06
0,25549,,1.0,,4.100055230082944e-05
0,25599,,1.0,,3.045759513042867e-06
0,25649,,0.0,,0.10532498359680176
0,25699,,1.0,,6.472788527389639e-08
0,25749,,0.0,,0.08573082834482193
0,25799,,1.0,,1.4363766608554507e-15
0,25849,,1.0,,9.727576070872601e-06
0,25899,,0.0,,0.12736475467681885
0,25949,,1.0,,0.018168535083532333
0,25999,,1.0,,6.22878317813047e-08
0,26049,,1.0,,7.31144828023389e-05
0,26099,,1.0,,3.352997373440303e-05
0,26149,,0.0,,0.1402672976255417
0,26199,,1.0,,5.6013210269156843e-05
0,26249,,1.0,,0.00019555554899852723
0,26299,,1.0,,3.634879135461233e-07
0,26349,,1.0,,4.3335549548828567e-07
0,26399,,1.0,,0.013542912900447845
0,26449,,1.0,,2.3921825231809635e-06
0,26499,,1.0,,0.0019044240470975637
0,26549,,1.0,,6.894138238067171e-08
0,26599,,1.0,,0.0016335248947143555
0,26649,,1.0,,0.02649577520787716
0,26699,,1.0,,1.1395982255635317e-06
0,26749,,1.0,,2.98057585557121e-11
0,26799,,1.0,,0.016937488690018654
0,26849,,1.0,,1.2572033192270737e-08
0,26899,,1.0,,3.2502220400938585e-20
0,26949,,1.0,,0.0001593869528733194
0,26999,,1.0,,2.250586294394452e-05
0,27049,,1.0,,1.2352336398180341e-06
0,27099,,1.0,,3.064880047531915e-06
0,27149,,1.0,,5.753680397901917e-06
0,27199,,1.0,,0.0003000360738951713
0,27249,,1.0,,0.0239383727312088
0,27299,,1.0,,0.00011828004062408581
0,27349,,1.0,,5.225498966865416e-08
0,27399,,1.0,,1.4896584616508335e-05
0,27449,,1.0,,1.9592707758420147e-06
0,27499,,1.0,,0.0014135210076346993
0,27549,,1.0,,4.0720995457377285e-05
0,27599,,1.0,,8.566099722884246e-07
0,27649,,1.0,,7.149818884499837e-06
0,27699,,1.0,,0.00024210284755099565
0,27749,,1.0,,0.08062179386615753
0,27799,,1.0,,2.3816585326130735e-06
0,27849,,0.0,,0.1646629422903061
0,27899,,1.0,,0.005446411203593016
0,27949,,1.0,,3.0503731096587217e-08
0,27999,,1.0,,6.511046812818222e-09
0,28049,,1.0,,0.004433842841535807
0,28099,,1.0,,3.425502725917795e-08
0,28149,,0.0,,0.09286534786224365
0,28199,,1.0,,3.265422932052786e-10
0,28249,,1.0,,0.0013534633908420801
0,28299,,1.0,,1.6229344055318506e-06
0,28349,,1.0,,9.580968480804586e-07
0,28399,,1.0,,1.072974868676635e-11
0,28449,,1.0,,8.848216566548217e-06
0,28499,,1.0,,0.03473213315010071
0,28549,,1.0,,1.1003069630532991e-05
0,28599,,1.0,,8.502366836182773e-05
0,28649,,1.0,,1.7911001123138703e-05
0,28699,,1.0,,0.0063868677243590355
0,28749,,1.0,,3.6616278009660164e-08
0,28799,,1.0,,1.8628408724907786e-05
0,28849,,1.0,,7.936969970145924e-10
0,28899,,1.0,,3.4400230219944206e-08
0,28949,,1.0,,0.00028593256138265133
0,28999,,1.0,,1.4788333828619216e-06
0,29049,,0.0,,0.19102135300636292
0,29099,,1.0,,0.013272477313876152
0,29149,,1.0,,0.00012216746108606458
0,29199,,1.0,,1.303451302447911e-08
0,29249,,1.0,,0.002057542558759451
0,29299,,1.0,,7.280647878360469e-06
0,29349,,1.0,,1.4811230641953443e-07
0,29399,,1.0,,4.255692742649586e-10
0,29449,,1.0,,2.8442941584216896e-06
0,29499,,1.0,,0.05193755775690079
0,29549,,1.0,,1.7523753115256113e-08
0,29599,,1.0,,6.514305823657196e-06
0,29649,,1.0,,2.209947069786722e-06
0,29699,,0.0,,0.15840640664100647
0,29749,,1.0,,0.0013928248081356287
0,29799,,1.0,,0.00623613316565752
0,29849,,1.0,,2.1173607311908427e-10
0,29899,,1.0,,0.06031298637390137
0,29949,,1.0,,1.2321719623287208e-05
0,29999,,1.0,,0.003161907894536853
0,30049,,1.0,,0.013438175432384014
0,30099,,1.0,,2.1699083845305722e-06
0,30149,,1.0,,0.0004173228517174721
0,30199,,1.0,,1.2948992662131786e-05
0,30249,,1.0,,1.3890980588016077e-09
0,30299,,1.0,,0.00021729987929575145
0,30349,,1.0,,1.3901543525207671e-06
0,30399,,1.0,,1.801529037059879e-09
0,30449,,1.0,,3.9408587326761335e-05
0,30499,,1.0,,5.557044005399803e-06
0,30549,,1.0,,1.6998259525280446e-05
0,30599,,1.0,,1.2345919913059333e-06
0,30649,,1.0,,5.24881613728212e-07
0,30699,,1.0,,0.007280358579009771
0,30749,,1.0,,2.3575798877573106e-06
0,30799,,1.0,,1.5889058957441193e-08
0,30849,,1.0,,0.0014319771435111761
0,30899,,1.0,,2.5972847197408555e-06
0,30949,,1.0,,1.0471014320501126e-05
0,30999,,1.0,,5.551509093493223e-05
0,31049,,1.0,,1.8030081037068157e-06
0,31099,,1.0,,6.070057452234323e-07
0,31149,,1.0,,1.9061793864239007e-05
0,31199,,1.0,,2.0400470930326264e-06
0,31249,,1.0,,0.00017704804486129433
0,31299,,1.0,,8.89529783165699e-10
0,31349,,1.0,,0.00021937571000307798
0,31399,,1.0,,0.003680191235616803
0,31449,,1.0,,0.00026079287636093795
0,31499,,1.0,,7.868059981319675e-09
0,31549,,1.0,,4.535743158839978e-08
0,31599,,1.0,,0.0016784730833023787
0,31649,,1.0,,0.0013091869186609983
0,31699,,1.0,,1.747573890042986e-07
0,31749,,0.0,,0.1032104641199112
0,31799,,1.0,,2.0300241885706782e-05
0,31849,,1.0,,2.7174880301572557e-07
0,31899,,1.0,,4.2635186048300966e-08
0,31949,,1.0,,1.1737358589399005e-13
0,31999,,1.0,,6.669371941825375e-06
0,32049,,1.0,,0.027524420991539955
0,32099,,1.0,,4.2043438952532597e-07
0,32149,,1.0,,0.00023487117141485214
0,32199,,1.0,,0.010651534423232079
0,32249,,1.0,,3.380156599064321e-09
0,32299,,1.0,,6.203973335061619e-09
0,32349,,1.0,,5.885632248237016e-08
0,32399,,1.0,,7.995214446054888e-07
0,32449,,1.0,,0.01424569170922041
0,32499,,1.0,,2.530040092096897e-06
0,32549,,1.0,,8.551459359296132e-06
0,32599,,1.0,,1.4566190031928272e-07
