epoch,step,testMulticlassAccuracy_epoch,testMulticlassAccuracy_step,test_loss_epoch,test_loss_step,trainMulticlassAccuracy_epoch,trainMulticlassAccuracy_step,train_loss_epoch,train_loss_step
0,49,,,,,,0.0,,0.14400914311408997
0,99,,,,,,0.0,,0.11356464773416519
0,149,,,,,,0.0,,0.10141509771347046
0,199,,,,,,0.0,,0.09809770435094833
0,249,,,,,,0.0,,0.09693469107151031
0,299,,,,,,0.0,,0.09389235079288483
0,349,,,,,,0.0,,0.09147531539201736
0,399,,,,,,0.0,,0.09077951312065125
0,449,,,,,,0.0,,0.09390661865472794
0,499,,,,,,0.0,,0.08919579535722733
0,549,,,,,,0.0,,0.0893251895904541
0,599,,,,,,0.0,,0.09197278320789337
0,649,,,,,,1.0,,0.08853790909051895
0,699,,,,,,0.0,,0.09031840413808823
0,749,,,,,,0.0,,0.09021017700433731
0,799,,,,,,0.0,,0.09044476598501205
0,849,,,,,,0.0,,0.08783285319805145
0,899,,,,,,0.0,,0.09020046889781952
0,949,,,,,,0.0,,0.08928868919610977
0,999,,,,,,0.0,,0.09124781936407089
0,1049,,,,,,0.0,,0.09140469878911972
0,1099,,,,,,0.0,,0.08970918506383896
0,1149,,,,,,0.0,,0.08766743540763855
0,1199,,,,,,0.0,,0.08993344008922577
0,1249,,,,,,0.0,,0.08815957605838776
0,1299,,,,,,0.0,,0.0908476933836937
0,1349,,,,,,0.0,,0.08854202926158905
0,1399,,,,,,0.0,,0.09162437915802002
0,1449,,,,,,0.0,,0.08963397145271301
0,1499,,,,,,0.0,,0.09123607724905014
0,1549,,,,,,0.0,,0.0910753384232521
0,1599,,,,,,0.0,,0.0930059552192688
0,1649,,,,,,0.0,,0.09236173331737518
0,1699,,,,,,0.0,,0.09139944612979889
0,1749,,,,,,0.0,,0.09124945104122162
0,1799,,,,,,0.0,,0.09125930070877075
0,1849,,,,,,0.0,,0.0902528241276741
0,1899,,,,,,0.0,,0.0882338136434555
0,1949,,,,,,0.0,,0.08849059790372849
0,1999,,,,,,0.0,,0.08837054669857025
0,2049,,,,,,0.0,,0.08937324583530426
0,2099,,,,,,0.0,,0.0915960818529129
0,2149,,,,,,0.0,,0.09067104756832123
0,2199,,,,,,0.0,,0.09145896881818771
0,2249,,,,,,0.0,,0.09106085449457169
0,2299,,,,,,0.0,,0.09075852483510971
0,2349,,,,,,1.0,,0.08654012531042099
0,2399,,,,,,1.0,,0.087364062666893
0,2449,,,,,,0.0,,0.09026944637298584
0,2499,,,,,,0.0,,0.08774127066135406
0,2549,,,,,,0.0,,0.08791159093379974
0,2599,,,,,,0.0,,0.08715257048606873
0,2649,,,,,,0.0,,0.09107278287410736
0,2699,,,,,,0.0,,0.09193103760480881
0,2749,,,,,,0.0,,0.09146355092525482
0,2799,,,,,,0.0,,0.09023107588291168
0,2849,,,,,,1.0,,0.08737059682607651
0,2899,,,,,,0.0,,0.08895301818847656
0,2949,,,,,,0.0,,0.0924726277589798
0,2999,,,,,,0.0,,0.08933128416538239
0,3049,,,,,,0.0,,0.09195549041032791
0,3099,,,,,,0.0,,0.09086336940526962
0,3149,,,,,,0.0,,0.09012360870838165
0,3199,,,,,,1.0,,0.08875323832035065
0,3249,,,,,,0.0,,0.09025656431913376
0,3299,,,,,,0.0,,0.09176672995090485
0,3349,,,,,,0.0,,0.08986758440732956
0,3399,,,,,,0.0,,0.09010805189609528
0,3449,,,,,,0.0,,0.08884592354297638
0,3499,,,,,,0.0,,0.09010986983776093
0,3549,,,,,,0.0,,0.09182972460985184
0,3599,,,,,,1.0,,0.08764028549194336
0,3649,,,,,,0.0,,0.09113816171884537
0,3699,,,,,,0.0,,0.09131179749965668
